DATAFLOW,LAST UPDATE,freq,siec,partner,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Croatia,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Croatia,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Croatia,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Croatia,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Croatia,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Hungary,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Hungary,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Hungary,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Hungary,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Hungary,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Hungary,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Ireland,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Ireland,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Ireland,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Ireland,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Ireland,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Ireland,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Iceland,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Iceland,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Iceland,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Iceland,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Italy,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Italy,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Italy,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Italy,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Italy,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Italy,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Liechtenstein,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Liechtenstein,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Liechtenstein,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Liechtenstein,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Liechtenstein,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Liechtenstein,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Lithuania,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Lithuania,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Lithuania,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Lithuania,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Lithuania,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Lithuania,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Luxembourg,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Luxembourg,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Luxembourg,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Luxembourg,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Luxembourg,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Luxembourg,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Latvia,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Latvia,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Latvia,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Latvia,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Latvia,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Latvia,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Moldova,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Moldova,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Moldova,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Moldova,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Moldova,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Moldova,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Montenegro,2018,26.600,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Montenegro,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Montenegro,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Montenegro,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Montenegro,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Montenegro,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,North Macedonia,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,North Macedonia,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,North Macedonia,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,North Macedonia,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,North Macedonia,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,North Macedonia,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Malta,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Malta,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Malta,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Malta,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Malta,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Malta,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Netherlands,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Netherlands,2019,618.508,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Netherlands,2020,2081.881,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Netherlands,2021,3005.540,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Netherlands,2022,2738.318,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Netherlands,2023,2552.293,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Norway,2018,2623.966,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Norway,2019,3309.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Norway,2020,802.238,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Norway,2021,1667.761,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Norway,2022,2903.790,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Norway,2023,2601.153,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Poland,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Poland,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Poland,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Poland,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Poland,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Poland,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Portugal,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Portugal,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Portugal,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Portugal,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Portugal,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Portugal,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Romania,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Romania,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Romania,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Romania,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Romania,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Romania,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Serbia,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Serbia,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Serbia,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Serbia,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Serbia,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Sweden,2018,2795.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Sweden,2019,2805.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Sweden,2020,1648.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Sweden,2021,1764.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Sweden,2022,974.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Sweden,2023,1468.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Slovenia,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Slovenia,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Slovenia,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Slovenia,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Slovenia,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Slovenia,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Slovakia,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Slovakia,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Slovakia,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Slovakia,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Slovakia,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Slovakia,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Türkiye,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Türkiye,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Türkiye,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Türkiye,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Türkiye,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Türkiye,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Ukraine,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Ukraine,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Ukraine,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Kosovo*,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Kosovo*,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Kosovo*,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Kosovo*,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Denmark,Gigawatt-hour,Kosovo*,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Albania,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Albania,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Albania,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Albania,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Albania,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Albania,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Austria,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Austria,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Austria,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Austria,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Austria,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Austria,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Bosnia and Herzegovina,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Bosnia and Herzegovina,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Bosnia and Herzegovina,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Bosnia and Herzegovina,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Bosnia and Herzegovina,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Bosnia and Herzegovina,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Belgium,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Belgium,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Belgium,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Belgium,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Belgium,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Belgium,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Bulgaria,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Bulgaria,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Bulgaria,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Bulgaria,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Bulgaria,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Bulgaria,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Cyprus,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Cyprus,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Cyprus,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Cyprus,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Cyprus,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Cyprus,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Czechia,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Czechia,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Czechia,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Czechia,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Czechia,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Czechia,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Germany,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Germany,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Germany,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Germany,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Germany,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Germany,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Denmark,2018,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Denmark,2019,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Denmark,2020,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Denmark,2021,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Denmark,2022,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Denmark,2023,0.000,,
ESTAT:NRG_TI_EH(1.0),24/04/25 23:00:00,Annual,Electricity,Estonia,Gigawatt-hour,Euro area – 20 countries (from 2023),2018,4098.184,,
